Model,Predictor,Alpha,Perturbation,Top1,Top5,Coverage,Size
ResNet18,Naive,0.1,gaussian_noise,0.41229999997965494,0.8778666665852864,0.9065333333333333,5.489
ResNet18,Naive,0.1,blur,0.19966666666666666,0.7413666666666666,0.7652666666666667,5.3238
ResNet18,Naive,0.1,brightness,0.32649999997965495,0.81079999995931,0.9056333333333333,6.482466666666666
ResNet18,Naive,0.1,erasure,0.31626666664632164,0.8118,0.8645333333333334,5.804733333333333
ResNet18,Naive,0.1,jpeg,0.3152333332926432,0.82079999995931,0.8645333333333334,5.676866666666666
ResNet18,APS,0.1,clean,0.4216666666259765,0.8797333332926432,0.9056333333333333,5.4065666666666665
ResNet18,APS,0.1,gaussian_noise,0.4132666666463216,0.8756999999593099,0.9071666666666667,5.5034
ResNet18,APS,0.1,blur,0.19966666665649416,0.7413666665852864,0.7671,5.3419
ResNet18,APS,0.1,brightness,0.3265333333028158,0.81079999995931,0.9088666666666667,6.508166666666667
ResNet18,APS,0.1,erasure,0.3232333333129883,0.8125333332519531,0.8663666666666666,5.8395
ResNet18,APS,0.1,jpeg,0.3152333333333333,0.8207999999186197,0.8662,5.698466666666667
ResNet18,RAPS,0.1,clean,0.4216666666361491,0.8797333332926432,0.9061,5.371766666666667
ResNet18,RAPS,0.1,gaussian_noise,0.41473333333333334,0.8789,0.9075333333333333,5.461133333333334
ResNet18,RAPS,0.1,blur,0.1996666666463216,0.7413666666666666,0.7691666666666667,5.3481
ResNet18,RAPS,0.1,brightness,0.32649999997965495,0.8107999999186197,0.9021,6.387833333333333
ResNet18,RAPS,0.1,erasure,0.3196333333333333,0.8164999999593099,0.8693333333333333,5.7642
ResNet18,RAPS,0.1,jpeg,0.3152333332926432,0.82079999995931,0.8647666666666667,5.6541
DenseNet161,Fixed,0.05,clean,0.5139,0.924933333251953,0.9532333333333334,5.7564
DenseNet161,Fixed,0.05,gaussian_noise,0.4814333333129883,0.9131333333333334,0.9469,5.839533333333334
DenseNet161,Fixed,0.05,blur,0.28553333332316083,0.7898666666666667,0.8539666666666667,6.148266666666666
DenseNet161,Fixed,0.05,brightness,0.41696666666666665,0.8769,0.9382,6.382933333333333
DenseNet161,Fixed,0.05,erasure,0.3797333333028158,0.8576666665852865,0.9350333333333334,6.5405
DenseNet161,Fixed,0.05,jpeg,0.3616333333129883,0.8469666666666666,0.9267333333333333,6.5909
DenseNet161,Naive,0.05,clean,0.5139,0.924933333251953,0.9529333333333333,5.739233333333333
DenseNet161,Naive,0.05,gaussian_noise,0.4796999999593099,0.9124999999186197,0.9454333333333333,5.816033333333333
DenseNet161,Naive,0.05,blur,0.2855333333129883,0.7898666666666667,0.8536,6.1363
DenseNet161,Naive,0.05,brightness,0.41696666662597653,0.8768999999593099,0.9373333333333334,6.364366666666666
DenseNet161,Naive,0.05,erasure,0.37729999997965497,0.8563999999593099,0.9344,6.5324333333333335
DenseNet161,Naive,0.05,jpeg,0.3616333333129883,0.8469666666259766,0.9261666666666667,6.577066666666667
DenseNet161,APS,0.05,clean,0.5139,0.9249333333333334,0.9524333333333334,5.7232
DenseNet161,APS,0.05,gaussian_noise,0.4853333333129883,0.9130333333333334,0.9439333333333333,5.816833333333333
DenseNet161,APS,0.05,blur,0.2855333332926432,0.7898666666259766,0.8531666666666666,6.122966666666667
DenseNet161,APS,0.05,brightness,0.41696666662597653,0.8768999999593099,0.9373,6.356733333333334
DenseNet161,APS,0.05,erasure,0.3796333333028158,0.8537333333333333,0.9314666666666667,6.5191
DenseNet161,APS,0.05,jpeg,0.3616333333129883,0.8469666666666666,0.9267,6.5662666666666665
DenseNet161,RAPS,0.05,clean,0.5138999999593099,0.9249333333333334,0.9514666666666667,5.6563
DenseNet161,RAPS,0.05,gaussian_noise,0.4845666666259765,0.9132999999593099,0.9422333333333334,5.7449
DenseNet161,RAPS,0.05,blur,0.2855333332926432,0.7898666666666667,0.8464666666666667,5.987166666666667
DenseNet161,RAPS,0.05,brightness,0.41696666660563153,0.8768999999186198,0.9312,6.1953
DenseNet161,RAPS,0.05,erasure,0.37779999997965497,0.8564333332926433,0.9258,6.354666666666667
DenseNet161,RAPS,0.05,jpeg,0.3616333333129883,0.8469666665852864,0.9193333333333333,6.3788
DenseNet161,Fixed,0.1,clean,0.5138999999389648,0.924933333251953,0.9051666666666667,4.3798
DenseNet161,Fixed,0.1,gaussian_noise,0.48346666664632165,0.9136333333333333,0.8951666666666667,4.463266666666667
DenseNet161,Fixed,0.1,blur,0.28553333332316083,0.7898666665852864,0.7705666666666666,4.870966666666667
DenseNet161,Fixed,0.1,brightness,0.41696666662597653,0.8768999999593099,0.8812666666666666,5.006066666666666
DenseNet161,Fixed,0.1,erasure,0.3726333333129883,0.8571666666259766,0.8703666666666666,5.1069
DenseNet161,Fixed,0.1,jpeg,0.3616333333333333,0.8469666666259766,0.8601333333333333,5.178333333333334
DenseNet161,Naive,0.1,clean,0.513899999979655,0.9249333332926433,0.9090666666666667,4.3955
DenseNet161,Naive,0.1,gaussian_noise,0.4797333332926432,0.9134,0.8961,4.491433333333333
DenseNet161,Naive,0.1,blur,0.28553333332316083,0.7898999999593099,0.7717,4.8899333333333335
DenseNet161,Naive,0.1,brightness,0.41696666662597653,0.8768999999186198,0.8817666666666667,5.032766666666666
DenseNet161,Naive,0.1,erasure,0.3786,0.8558666666259765,0.8715666666666667,5.1288
DenseNet161,Naive,0.1,jpeg,0.3616333333129883,0.8469666666259766,0.8605333333333334,5.2011
DenseNet161,APS,0.1,clean,0.513899999979655,0.9249333333333334,0.9074666666666666,4.387266666666667
DenseNet161,APS,0.1,gaussian_noise,0.4797999999593099,0.9139666666666667,0.895,4.4778
DenseNet161,APS,0.1,blur,0.2855333333333333,0.7898666666666667,0.7713333333333333,4.876266666666667
DenseNet161,APS,0.1,brightness,0.41696666660563153,0.8769,0.882,5.017066666666667
DenseNet161,APS,0.1,erasure,0.37639999997965495,0.8552666666666666,0.8693333333333333,5.1113333333333335
DenseNet161,APS,0.1,jpeg,0.3616333333129883,0.8469666666666666,0.8588333333333333,5.1824666666666666
DenseNet161,RAPS,0.1,clean,0.5138999999593099,0.9249333332926433,0.9051333333333333,4.346
DenseNet161,RAPS,0.1,gaussian_noise,0.4839,0.9125333332926433,0.8906,4.421233333333333
DenseNet161,RAPS,0.1,blur,0.2855333333129883,0.7898666666666667,0.7458333333333333,4.509166666666666
DenseNet161,RAPS,0.1,brightness,0.41696666662597653,0.8768999999186198,0.8563666666666667,4.5967666666666664
DenseNet161,RAPS,0.1,erasure,0.37466666666666665,0.8559,0.8436333333333333,4.7107
DenseNet161,RAPS,0.1,jpeg,0.3616333333028158,0.8469666666259766,0.8303,4.6803333333333335
VGG16,Fixed,0.05,clean,0.5785999999593099,0.9544666666666667,0.9516333333333333,4.6443666666666665
VGG16,Fixed,0.05,gaussian_noise,0.5470333332926433,0.9430333332926433,0.9462666666666667,4.8036
VGG16,Fixed,0.05,blur,0.3677333332926432,0.8497666666666667,0.9130666666666667,6.168733333333333
VGG16,Fixed,0.05,brightness,0.5077333332926433,0.9259999999186197,0.9564333333333334,5.589133333333334
VGG16,Fixed,0.05,erasure,0.3957,0.8671666666259766,0.9186333333333333,5.7658
VGG16,Fixed,0.05,jpeg,0.3378333332926432,0.8289333332519531,0.8894,5.952533333333333
VGG16,Naive,0.05,clean,0.5785999999593099,0.9544666666259766,0.9517333333333333,4.644166666666667
VGG16,Naive,0.05,gaussian_noise,0.548699999979655,0.94359999995931,0.9465,4.799966666666666
VGG16,Naive,0.05,blur,0.36773333330281577,0.8497666665852864,0.9132333333333333,6.172733333333333
VGG16,Naive,0.05,brightness,0.5077333332926433,0.9259999999186197,0.9558666666666666,5.594333333333333
VGG16,Naive,0.05,erasure,0.39549999997965496,0.8676999999593099,0.9156,5.7563
VGG16,Naive,0.05,jpeg,0.3378333333333333,0.8289333332519531,0.8896666666666667,5.9553666666666665
VGG16,APS,0.05,clean,0.5785999999186198,0.9544666666259766,0.9508,4.629933333333334
VGG16,APS,0.05,gaussian_noise,0.5470666666463216,0.9435666666259765,0.9456666666666667,4.796733333333333
VGG16,APS,0.05,blur,0.3677333333231608,0.8497666666666667,0.9123333333333333,6.156266666666666
VGG16,APS,0.05,brightness,0.5077333333129883,0.9259999999186197,0.9559,5.579166666666667
VGG16,APS,0.05,erasure,0.38989999995930985,0.8698333332519531,0.9182,5.756633333333333
VGG16,APS,0.05,jpeg,0.3378333333333333,0.8289333332926433,0.8886333333333334,5.938266666666666
VGG16,RAPS,0.05,clean,0.5786,0.9544666666666667,0.9485,4.510233333333334
VGG16,RAPS,0.05,gaussian_noise,0.5466666666259766,0.9436999999186197,0.9457666666666666,4.6648
VGG16,RAPS,0.05,blur,0.3677333332926432,0.8497666666259766,0.8988333333333334,5.808633333333334
VGG16,RAPS,0.05,brightness,0.5077333332926433,0.926,0.9502,5.337466666666667
VGG16,RAPS,0.05,erasure,0.3955,0.8671,0.9074666666666666,5.4719
VGG16,RAPS,0.05,jpeg,0.3378333333129883,0.8289333332519531,0.8762666666666666,5.6497
VGG16,Fixed,0.1,clean,0.5785999999593099,0.9544666666666667,0.9041333333333333,3.4916
VGG16,Fixed,0.1,gaussian_noise,0.5484666665852864,0.9436666666666667,0.8948666666666667,3.622133333333333
VGG16,Fixed,0.1,blur,0.3677333333129883,0.8497666665852864,0.8421,4.8063
VGG16,Fixed,0.1,brightness,0.5077333333333334,0.9259999999186197,0.9050333333333334,4.2617
VGG16,Fixed,0.1,erasure,0.3964999999593099,0.8677999999186198,0.8419,4.426833333333334
VGG16,Fixed,0.1,jpeg,0.3378333333333333,0.8289333333333333,0.8052333333333334,4.610833333333333
VGG16,Naive,0.1,clean,0.5785999999389649,0.9544666666259766,0.903,3.4704333333333333
VGG16,Naive,0.1,gaussian_noise,0.5475999999796549,0.9433333333333334,0.894,3.604966666666667
VGG16,Naive,0.1,blur,0.36773333333333336,0.8497666666666667,0.8403333333333334,4.7763333333333335
VGG16,Naive,0.1,brightness,0.5077333332926433,0.9259999999186197,0.9038333333333334,4.2353
VGG16,Naive,0.1,erasure,0.3975333333129883,0.8683666665852864,0.8431666666666666,4.4134
VGG16,Naive,0.1,jpeg,0.3378333333129883,0.8289333332926433,0.8033,4.581966666666666
VGG16,APS,0.1,clean,0.5785999999796549,0.9544666666666667,0.9059333333333334,3.4968
VGG16,APS,0.1,gaussian_noise,0.5484666666463216,0.9425333332519531,0.8941,3.6273666666666666
VGG16,APS,0.1,blur,0.3677333333129883,0.8497666665852864,0.8424333333333334,4.8096
VGG16,APS,0.1,brightness,0.5077333333333334,0.9259999999186197,0.9059333333333334,4.271466666666667
VGG16,APS,0.1,erasure,0.39739999997965497,0.8693,0.8454666666666667,4.4526
VGG16,APS,0.1,jpeg,0.3378333332926432,0.8289333332519531,0.8053,4.6172
VGG16,RAPS,0.1,clean,0.5785999999593099,0.9544666666259766,0.8997,3.2766333333333333
VGG16,RAPS,0.1,gaussian_noise,0.5473666666463216,0.9436666666666667,0.8856666666666667,3.3613
VGG16,RAPS,0.1,blur,0.36773333330281577,0.8497666666666667,0.7769,3.800333333333333
VGG16,RAPS,0.1,brightness,0.5077333333129883,0.9259999999593099,0.8746,3.6458333333333335
VGG16,RAPS,0.1,erasure,0.3976333333231608,0.8699333332926432,0.7972333333333333,3.718166666666667
VGG16,RAPS,0.1,jpeg,0.3378333333129883,0.8289333333333333,0.7478666666666667,3.7781666666666665
ShuffleNet,Fixed,0.05,clean,0.37573333332316083,0.8334666666259766,0.9468666666666666,7.489366666666666
ShuffleNet,Fixed,0.05,gaussian_noise,0.36296666664632166,0.8181999999593099,0.9496666666666667,7.6875
ShuffleNet,Fixed,0.05,blur,0.15546666665649414,0.6055333332722982,0.9100666666666667,8.686466666666666
ShuffleNet,Fixed,0.05,brightness,0.2773,0.7433999999186197,0.9311,7.886466666666666
ShuffleNet,Fixed,0.05,erasure,0.28256666665649416,0.7547333333333334,0.9442333333333334,7.970633333333334
ShuffleNet,Fixed,0.05,jpeg,0.25923333332316084,0.7232333333333333,0.9535333333333333,8.273933333333334
ShuffleNet,Naive,0.05,clean,0.3757333333028158,0.8334666665852865,0.9465666666666667,7.4511
ShuffleNet,Naive,0.05,gaussian_noise,0.36146666666666666,0.8194333332926432,0.9485333333333333,7.6369
ShuffleNet,Naive,0.05,blur,0.15546666665649414,0.6055333332722982,0.9029,8.593933333333334
ShuffleNet,Naive,0.05,brightness,0.2772999999949137,0.7434333333333333,0.928,7.828733333333333
ShuffleNet,Naive,0.05,erasure,0.28206666664632163,0.7550999999186198,0.9382,7.893933333333333
ShuffleNet,Naive,0.05,jpeg,0.25923333332824705,0.7232333332926433,0.9494333333333334,8.2025
ShuffleNet,APS,0.05,clean,0.3757333333333333,0.8334666666666667,0.9454333333333333,7.450033333333334
ShuffleNet,APS,0.05,gaussian_noise,0.36179999997965495,0.8194,0.9483333333333334,7.6528
ShuffleNet,APS,0.05,blur,0.1554666666615804,0.6055333332519531,0.9040666666666667,8.6078
ShuffleNet,APS,0.05,brightness,0.2773333333028158,0.7434333332926433,0.9273333333333333,7.831966666666666
ShuffleNet,APS,0.05,erasure,0.283,0.7538666665852864,0.9409,7.9081
ShuffleNet,APS,0.05,jpeg,0.2592333333028157,0.7232333333333333,0.9496,8.208866666666667
ShuffleNet,RAPS,0.05,clean,0.3757333333129883,0.8334666665852865,0.9483,7.490466666666666
ShuffleNet,RAPS,0.05,gaussian_noise,0.3624333332926432,0.8172333332926432,0.9476666666666667,7.6792
ShuffleNet,RAPS,0.05,blur,0.15546666665649414,0.6055333333333334,0.9065,8.6324
ShuffleNet,RAPS,0.05,brightness,0.277299999979655,0.7434333332926433,0.9296666666666666,7.872866666666667
ShuffleNet,RAPS,0.05,erasure,0.2818333333129883,0.7558666666666667,0.9412,7.9511666666666665
ShuffleNet,RAPS,0.05,jpeg,0.25923333331298826,0.723233333251953,0.9519333333333333,8.244266666666666
ShuffleNet,Fixed,0.1,clean,0.37573333332316083,0.8334666666259766,0.8972,6.2613
ShuffleNet,Fixed,0.1,gaussian_noise,0.35909999997965497,0.8172,0.8945333333333333,6.4627
ShuffleNet,Fixed,0.1,blur,0.15546666665649414,0.6055333333129883,0.8311666666666667,7.615633333333333
ShuffleNet,Fixed,0.1,brightness,0.277299999979655,0.7434333333333333,0.8641,6.684533333333333
ShuffleNet,Fixed,0.1,erasure,0.28173333333333334,0.7557333332926433,0.8805333333333333,6.739066666666667
ShuffleNet,Fixed,0.1,jpeg,0.25923333329264325,0.723233333251953,0.8882666666666666,7.0932
ShuffleNet,Naive,0.1,clean,0.3757333333129883,0.8334666666666667,0.8976333333333333,6.271633333333333
ShuffleNet,Naive,0.1,gaussian_noise,0.3599666666361491,0.8181666666259766,0.8972333333333333,6.4680333333333335
ShuffleNet,Naive,0.1,blur,0.15546666665649414,0.6055333332926432,0.8291666666666667,7.5799666666666665
ShuffleNet,Naive,0.1,brightness,0.277299999979655,0.7433999999186197,0.8635333333333334,6.687
ShuffleNet,Naive,0.1,erasure,0.28293333332316084,0.7573333332926433,0.8798,6.750333333333334
ShuffleNet,Naive,0.1,jpeg,0.25923333331298826,0.7232333332926433,0.8863666666666666,7.079433333333333
ShuffleNet,APS,0.1,clean,0.3757333333129883,0.8334666666666667,0.8962666666666667,6.253966666666667
ShuffleNet,APS,0.1,gaussian_noise,0.3639333333231608,0.8180999999593099,0.8930333333333333,6.4581
ShuffleNet,APS,0.1,blur,0.15546666665649414,0.6055333332926432,0.8279,7.576066666666667
ShuffleNet,APS,0.1,brightness,0.2773,0.743433333251953,0.8634333333333334,6.6701
ShuffleNet,APS,0.1,erasure,0.2810666666666667,0.7573666666259766,0.8782,6.721233333333333
ShuffleNet,APS,0.1,jpeg,0.25923333331298826,0.723233333251953,0.8844333333333333,7.0654
ShuffleNet,RAPS,0.1,clean,0.3757333332926432,0.8334666665852865,0.8984666666666666,6.3056
ShuffleNet,RAPS,0.1,gaussian_noise,0.3597333333129883,0.8181,0.8956,6.5055
ShuffleNet,RAPS,0.1,blur,0.15546666665649414,0.6055666665852865,0.8302333333333334,7.6132
ShuffleNet,RAPS,0.1,brightness,0.277299999979655,0.7434333332926433,0.8649666666666667,6.718933333333333
ShuffleNet,RAPS,0.1,erasure,0.28386666662597654,0.7578999999593099,0.8813333333333333,6.782
ShuffleNet,RAPS,0.1,jpeg,0.2592333333028157,0.7232333332722982,0.8894,7.1158
